time_index,freq_bin,power_dB,PU_Presence,PU_Signal_Strength,PU_bandwidth,PU_burst_duration,PU_drift_type,spectral_entropy,Frequency_Band,SU1_cov_flat,SU2_cov_flat,SU3_cov_flat,SU1_temporal_cov,SU2_temporal_cov,SU3_temporal_cov
692,18,-60.89147699,1,-60.89147699,12,Medium,None,1.088,1800,"[ 1.17039752e-06  1.02669854e-07  1.02669854e-07  1.17039752e-06
  0.00000000e+00 -2.79634309e-08  2.79634309e-08  0.00000000e+00]","[ 1.13628519e-06  9.96774447e-08  9.96774447e-08  1.13628519e-06
  0.00000000e+00 -2.71484105e-08  2.71484105e-08  0.00000000e+00]","[ 1.05712668e-06  9.27334859e-08  9.27334859e-08  1.05712668e-06
  0.00000000e+00 -2.52571356e-08  2.52571356e-08  0.00000000e+00]","[array([ 1.17039752e-06,  1.02669854e-07,  1.02669854e-07,  1.17039752e-06,
        0.00000000e+00, -2.79634309e-08,  2.79634309e-08,  0.00000000e+00]), array([ 1.17039752e-06,  1.02669854e-07,  1.02669854e-07,  1.17039752e-06,
        0.00000000e+00, -2.79634309e-08,  2.79634309e-08,  0.00000000e+00]), array([ 1.17039752e-06,  1.02669854e-07,  1.02669854e-07,  1.17039752e-06,
        0.00000000e+00, -2.79634309e-08,  2.79634309e-08,  0.00000000e+00]), array([ 1.17039752e-06,  1.02669854e-07,  1.02669854e-07,  1.17039752e-06,
        0.00000000e+00, -2.79634309e-08,  2.79634309e-08,  0.00000000e+00])]","[array([ 1.13628519e-06,  9.96774447e-08,  9.96774447e-08,  1.13628519e-06,
        0.00000000e+00, -2.71484105e-08,  2.71484105e-08,  0.00000000e+00]), array([ 1.13628519e-06,  9.96774447e-08,  9.96774447e-08,  1.13628519e-06,
        0.00000000e+00, -2.71484105e-08,  2.71484105e-08,  0.00000000e+00]), array([ 1.13628519e-06,  9.96774447e-08,  9.96774447e-08,  1.13628519e-06,
        0.00000000e+00, -2.71484105e-08,  2.71484105e-08,  0.00000000e+00]), array([ 1.13628519e-06,  9.96774447e-08,  9.96774447e-08,  1.13628519e-06,
        0.00000000e+00, -2.71484105e-08,  2.71484105e-08,  0.00000000e+00])]","[array([ 1.05712668e-06,  9.27334859e-08,  9.27334859e-08,  1.05712668e-06,
        0.00000000e+00, -2.52571356e-08,  2.52571356e-08,  0.00000000e+00]), array([ 1.05712668e-06,  9.27334859e-08,  9.27334859e-08,  1.05712668e-06,
        0.00000000e+00, -2.52571356e-08,  2.52571356e-08,  0.00000000e+00]), array([ 1.05712668e-06,  9.27334859e-08,  9.27334859e-08,  1.05712668e-06,
        0.00000000e+00, -2.52571356e-08,  2.52571356e-08,  0.00000000e+00]), array([ 1.05712668e-06,  9.27334859e-08,  9.27334859e-08,  1.05712668e-06,
        0.00000000e+00, -2.52571356e-08,  2.52571356e-08,  0.00000000e+00])]"
693,24,-72.70584715,0,-72.70584715,10,Medium,Bandwidth switch,0.943,2400,"[ 5.94078420e-08  5.21138703e-09  5.21138703e-09  5.94078420e-08
  0.00000000e+00 -1.41938705e-09  1.41938705e-09  0.00000000e+00]","[ 8.29705713e-08  7.27836165e-09  7.27836165e-09  8.29705713e-08
  0.00000000e+00 -1.98235368e-09  1.98235368e-09  0.00000000e+00]","[ 6.92132847e-08  6.07154210e-09  6.07154210e-09  6.92132847e-08
  0.00000000e+00 -1.65366114e-09  1.65366114e-09  0.00000000e+00]","[array([ 5.94078420e-08,  5.21138703e-09,  5.21138703e-09,  5.94078420e-08,
        0.00000000e+00, -1.41938705e-09,  1.41938705e-09,  0.00000000e+00]), array([ 5.94078420e-08,  5.21138703e-09,  5.21138703e-09,  5.94078420e-08,
        0.00000000e+00, -1.41938705e-09,  1.41938705e-09,  0.00000000e+00]), array([ 5.94078420e-08,  5.21138703e-09,  5.21138703e-09,  5.94078420e-08,
        0.00000000e+00, -1.41938705e-09,  1.41938705e-09,  0.00000000e+00]), array([ 5.94078420e-08,  5.21138703e-09,  5.21138703e-09,  5.94078420e-08,
        0.00000000e+00, -1.41938705e-09,  1.41938705e-09,  0.00000000e+00])]","[array([ 8.29705713e-08,  7.27836165e-09,  7.27836165e-09,  8.29705713e-08,
        0.00000000e+00, -1.98235368e-09,  1.98235368e-09,  0.00000000e+00]), array([ 8.29705713e-08,  7.27836165e-09,  7.27836165e-09,  8.29705713e-08,
        0.00000000e+00, -1.98235368e-09,  1.98235368e-09,  0.00000000e+00]), array([ 8.29705713e-08,  7.27836165e-09,  7.27836165e-09,  8.29705713e-08,
        0.00000000e+00, -1.98235368e-09,  1.98235368e-09,  0.00000000e+00]), array([ 8.29705713e-08,  7.27836165e-09,  7.27836165e-09,  8.29705713e-08,
        0.00000000e+00, -1.98235368e-09,  1.98235368e-09,  0.00000000e+00])]","[array([ 6.92132847e-08,  6.07154210e-09,  6.07154210e-09,  6.92132847e-08,
        0.00000000e+00, -1.65366114e-09,  1.65366114e-09,  0.00000000e+00]), array([ 6.92132847e-08,  6.07154210e-09,  6.07154210e-09,  6.92132847e-08,
        0.00000000e+00, -1.65366114e-09,  1.65366114e-09,  0.00000000e+00]), array([ 6.92132847e-08,  6.07154210e-09,  6.07154210e-09,  6.92132847e-08,
        0.00000000e+00, -1.65366114e-09,  1.65366114e-09,  0.00000000e+00]), array([ 6.92132847e-08,  6.07154210e-09,  6.07154210e-09,  6.92132847e-08,
        0.00000000e+00, -1.65366114e-09,  1.65366114e-09,  0.00000000e+00])]"
694,18,-58.95422411,1,-58.95422411,8,Medium,None,1.077,1800,"[ 1.72978613e-06  1.51740658e-07  1.51740658e-07  1.72978613e-06
  0.00000000e+00 -4.13284838e-08  4.13284838e-08  0.00000000e+00]","[ 1.56362409e-06  1.37164556e-07  1.37164556e-07  1.56362409e-06
  0.00000000e+00 -3.73584986e-08  3.73584986e-08  0.00000000e+00]","[ 1.77191007e-06  1.55435862e-07  1.55435862e-07  1.77191007e-06
  0.00000000e+00 -4.23349195e-08  4.23349195e-08  0.00000000e+00]","[array([ 1.72978613e-06,  1.51740658e-07,  1.51740658e-07,  1.72978613e-06,
        0.00000000e+00, -4.13284838e-08,  4.13284838e-08,  0.00000000e+00]), array([ 1.72978613e-06,  1.51740658e-07,  1.51740658e-07,  1.72978613e-06,
        0.00000000e+00, -4.13284838e-08,  4.13284838e-08,  0.00000000e+00]), array([ 1.72978613e-06,  1.51740658e-07,  1.51740658e-07,  1.72978613e-06,
        0.00000000e+00, -4.13284838e-08,  4.13284838e-08,  0.00000000e+00]), array([ 1.72978613e-06,  1.51740658e-07,  1.51740658e-07,  1.72978613e-06,
        0.00000000e+00, -4.13284838e-08,  4.13284838e-08,  0.00000000e+00])]","[array([ 1.56362409e-06,  1.37164556e-07,  1.37164556e-07,  1.56362409e-06,
        0.00000000e+00, -3.73584986e-08,  3.73584986e-08,  0.00000000e+00]), array([ 1.56362409e-06,  1.37164556e-07,  1.37164556e-07,  1.56362409e-06,
        0.00000000e+00, -3.73584986e-08,  3.73584986e-08,  0.00000000e+00]), array([ 1.56362409e-06,  1.37164556e-07,  1.37164556e-07,  1.56362409e-06,
        0.00000000e+00, -3.73584986e-08,  3.73584986e-08,  0.00000000e+00]), array([ 1.56362409e-06,  1.37164556e-07,  1.37164556e-07,  1.56362409e-06,
        0.00000000e+00, -3.73584986e-08,  3.73584986e-08,  0.00000000e+00])]","[array([ 1.77191007e-06,  1.55435862e-07,  1.55435862e-07,  1.77191007e-06,
        0.00000000e+00, -4.23349195e-08,  4.23349195e-08,  0.00000000e+00]), array([ 1.77191007e-06,  1.55435862e-07,  1.55435862e-07,  1.77191007e-06,
        0.00000000e+00, -4.23349195e-08,  4.23349195e-08,  0.00000000e+00]), array([ 1.77191007e-06,  1.55435862e-07,  1.55435862e-07,  1.77191007e-06,
        0.00000000e+00, -4.23349195e-08,  4.23349195e-08,  0.00000000e+00]), array([ 1.77191007e-06,  1.55435862e-07,  1.55435862e-07,  1.77191007e-06,
        0.00000000e+00, -4.23349195e-08,  4.23349195e-08,  0.00000000e+00])]"
695,18,-87.71289831,1,-87.71289831,13,Short,Bandwidth switch,1.041,1800,"[ 2.82148939e-09  2.47507277e-10  2.47507277e-10  2.82148939e-09
  0.00000000e+00 -6.74117317e-11  6.74117317e-11  0.00000000e+00]","[ 2.18611984e-09  1.91771258e-10  1.91771258e-10  2.18611984e-09
  0.00000000e+00 -5.22313232e-11  5.22313232e-11  0.00000000e+00]","[ 2.27903294e-09  1.99921800e-10  1.99921800e-10  2.27903294e-09
  0.00000000e+00 -5.44512262e-11  5.44512262e-11  0.00000000e+00]","[array([ 2.82148939e-09,  2.47507277e-10,  2.47507277e-10,  2.82148939e-09,
        0.00000000e+00, -6.74117317e-11,  6.74117317e-11,  0.00000000e+00]), array([ 2.82148939e-09,  2.47507277e-10,  2.47507277e-10,  2.82148939e-09,
        0.00000000e+00, -6.74117317e-11,  6.74117317e-11,  0.00000000e+00]), array([ 2.82148939e-09,  2.47507277e-10,  2.47507277e-10,  2.82148939e-09,
        0.00000000e+00, -6.74117317e-11,  6.74117317e-11,  0.00000000e+00]), array([ 2.82148939e-09,  2.47507277e-10,  2.47507277e-10,  2.82148939e-09,
        0.00000000e+00, -6.74117317e-11,  6.74117317e-11,  0.00000000e+00])]","[array([ 2.18611984e-09,  1.91771258e-10,  1.91771258e-10,  2.18611984e-09,
        0.00000000e+00, -5.22313232e-11,  5.22313232e-11,  0.00000000e+00]), array([ 2.18611984e-09,  1.91771258e-10,  1.91771258e-10,  2.18611984e-09,
        0.00000000e+00, -5.22313232e-11,  5.22313232e-11,  0.00000000e+00]), array([ 2.18611984e-09,  1.91771258e-10,  1.91771258e-10,  2.18611984e-09,
        0.00000000e+00, -5.22313232e-11,  5.22313232e-11,  0.00000000e+00]), array([ 2.18611984e-09,  1.91771258e-10,  1.91771258e-10,  2.18611984e-09,
        0.00000000e+00, -5.22313232e-11,  5.22313232e-11,  0.00000000e+00])]","[array([ 2.27903294e-09,  1.99921800e-10,  1.99921800e-10,  2.27903294e-09,
        0.00000000e+00, -5.44512262e-11,  5.44512262e-11,  0.00000000e+00]), array([ 2.27903294e-09,  1.99921800e-10,  1.99921800e-10,  2.27903294e-09,
        0.00000000e+00, -5.44512262e-11,  5.44512262e-11,  0.00000000e+00]), array([ 2.27903294e-09,  1.99921800e-10,  1.99921800e-10,  2.27903294e-09,
        0.00000000e+00, -5.44512262e-11,  5.44512262e-11,  0.00000000e+00]), array([ 2.27903294e-09,  1.99921800e-10,  1.99921800e-10,  2.27903294e-09,
        0.00000000e+00, -5.44512262e-11,  5.44512262e-11,  0.00000000e+00])]"
696,35,-46.42315969,1,-46.42315969,11,Long,Bandwidth switch,0.95,3500,"[ 3.17153818e-05  2.78214330e-06  2.78214330e-06  3.17153818e-05
  0.00000000e+00 -7.57751852e-07  7.57751852e-07  0.00000000e+00]","[ 2.54839129e-05  2.23550509e-06  2.23550509e-06  2.54839129e-05
  0.00000000e+00 -6.08868034e-07  6.08868034e-07  0.00000000e+00]","[ 3.67516528e-05  3.22393611e-06  3.22393611e-06  3.67516528e-05
  0.00000000e+00 -8.78079701e-07  8.78079701e-07  0.00000000e+00]","[array([ 3.17153818e-05,  2.78214330e-06,  2.78214330e-06,  3.17153818e-05,
        0.00000000e+00, -7.57751852e-07,  7.57751852e-07,  0.00000000e+00]), array([ 3.17153818e-05,  2.78214330e-06,  2.78214330e-06,  3.17153818e-05,
        0.00000000e+00, -7.57751852e-07,  7.57751852e-07,  0.00000000e+00]), array([ 3.17153818e-05,  2.78214330e-06,  2.78214330e-06,  3.17153818e-05,
        0.00000000e+00, -7.57751852e-07,  7.57751852e-07,  0.00000000e+00]), array([ 3.17153818e-05,  2.78214330e-06,  2.78214330e-06,  3.17153818e-05,
        0.00000000e+00, -7.57751852e-07,  7.57751852e-07,  0.00000000e+00])]","[array([ 2.54839129e-05,  2.23550509e-06,  2.23550509e-06,  2.54839129e-05,
        0.00000000e+00, -6.08868034e-07,  6.08868034e-07,  0.00000000e+00]), array([ 2.54839129e-05,  2.23550509e-06,  2.23550509e-06,  2.54839129e-05,
        0.00000000e+00, -6.08868034e-07,  6.08868034e-07,  0.00000000e+00]), array([ 2.54839129e-05,  2.23550509e-06,  2.23550509e-06,  2.54839129e-05,
        0.00000000e+00, -6.08868034e-07,  6.08868034e-07,  0.00000000e+00]), array([ 2.54839129e-05,  2.23550509e-06,  2.23550509e-06,  2.54839129e-05,
        0.00000000e+00, -6.08868034e-07,  6.08868034e-07,  0.00000000e+00])]","[array([ 3.67516528e-05,  3.22393611e-06,  3.22393611e-06,  3.67516528e-05,
        0.00000000e+00, -8.78079701e-07,  8.78079701e-07,  0.00000000e+00]), array([ 3.67516528e-05,  3.22393611e-06,  3.22393611e-06,  3.67516528e-05,
        0.00000000e+00, -8.78079701e-07,  8.78079701e-07,  0.00000000e+00]), array([ 3.67516528e-05,  3.22393611e-06,  3.22393611e-06,  3.67516528e-05,
        0.00000000e+00, -8.78079701e-07,  8.78079701e-07,  0.00000000e+00]), array([ 3.67516528e-05,  3.22393611e-06,  3.22393611e-06,  3.67516528e-05,
        0.00000000e+00, -8.78079701e-07,  8.78079701e-07,  0.00000000e+00])]"
697,50,-41.32555154,0,-41.32555154,13,Long,Frequency drift,1.078,5000,"[ 1.09578902e-04  9.61250320e-06  9.61250320e-06  1.09578902e-04
  0.00000000e+00 -2.61808660e-06  2.61808660e-06  0.00000000e+00]","[ 1.22708723e-04  1.07642800e-05  1.07642800e-05  1.22708723e-04
  0.00000000e+00 -2.93178755e-06  2.93178755e-06  0.00000000e+00]","[ 1.01985929e-04  8.94643081e-06  8.94643081e-06  1.01985929e-04
  0.00000000e+00 -2.43667338e-06  2.43667338e-06  0.00000000e+00]","[array([ 1.09578902e-04,  9.61250320e-06,  9.61250320e-06,  1.09578902e-04,
        0.00000000e+00, -2.61808660e-06,  2.61808660e-06,  0.00000000e+00]), array([ 1.09578902e-04,  9.61250320e-06,  9.61250320e-06,  1.09578902e-04,
        0.00000000e+00, -2.61808660e-06,  2.61808660e-06,  0.00000000e+00]), array([ 1.09578902e-04,  9.61250320e-06,  9.61250320e-06,  1.09578902e-04,
        0.00000000e+00, -2.61808660e-06,  2.61808660e-06,  0.00000000e+00]), array([ 1.09578902e-04,  9.61250320e-06,  9.61250320e-06,  1.09578902e-04,
        0.00000000e+00, -2.61808660e-06,  2.61808660e-06,  0.00000000e+00])]","[array([ 1.22708723e-04,  1.07642800e-05,  1.07642800e-05,  1.22708723e-04,
        0.00000000e+00, -2.93178755e-06,  2.93178755e-06,  0.00000000e+00]), array([ 1.22708723e-04,  1.07642800e-05,  1.07642800e-05,  1.22708723e-04,
        0.00000000e+00, -2.93178755e-06,  2.93178755e-06,  0.00000000e+00]), array([ 1.22708723e-04,  1.07642800e-05,  1.07642800e-05,  1.22708723e-04,
        0.00000000e+00, -2.93178755e-06,  2.93178755e-06,  0.00000000e+00]), array([ 1.22708723e-04,  1.07642800e-05,  1.07642800e-05,  1.22708723e-04,
        0.00000000e+00, -2.93178755e-06,  2.93178755e-06,  0.00000000e+00])]","[array([ 1.01985929e-04,  8.94643081e-06,  8.94643081e-06,  1.01985929e-04,
        0.00000000e+00, -2.43667338e-06,  2.43667338e-06,  0.00000000e+00]), array([ 1.01985929e-04,  8.94643081e-06,  8.94643081e-06,  1.01985929e-04,
        0.00000000e+00, -2.43667338e-06,  2.43667338e-06,  0.00000000e+00]), array([ 1.01985929e-04,  8.94643081e-06,  8.94643081e-06,  1.01985929e-04,
        0.00000000e+00, -2.43667338e-06,  2.43667338e-06,  0.00000000e+00]), array([ 1.01985929e-04,  8.94643081e-06,  8.94643081e-06,  1.01985929e-04,
        0.00000000e+00, -2.43667338e-06,  2.43667338e-06,  0.00000000e+00])]"
698,24,-41.55610724,1,-41.55610724,6,Long,Frequency drift,1.076,2400,"[ 8.89162764e-05  7.79993203e-06  7.79993203e-06  8.89162764e-05
  0.00000000e+00 -2.12440996e-06  2.12440996e-06  0.00000000e+00]","[ 1.03501552e-04  9.07938463e-06  9.07938463e-06  1.03501552e-04
  0.00000000e+00 -2.47288503e-06  2.47288503e-06  0.00000000e+00]","[ 9.68049409e-05  8.49194309e-06  8.49194309e-06  9.68049409e-05
  0.00000000e+00 -2.31288791e-06  2.31288791e-06  0.00000000e+00]","[array([ 8.89162764e-05,  7.79993203e-06,  7.79993203e-06,  8.89162764e-05,
        0.00000000e+00, -2.12440996e-06,  2.12440996e-06,  0.00000000e+00]), array([ 8.89162764e-05,  7.79993203e-06,  7.79993203e-06,  8.89162764e-05,
        0.00000000e+00, -2.12440996e-06,  2.12440996e-06,  0.00000000e+00]), array([ 8.89162764e-05,  7.79993203e-06,  7.79993203e-06,  8.89162764e-05,
        0.00000000e+00, -2.12440996e-06,  2.12440996e-06,  0.00000000e+00]), array([ 8.89162764e-05,  7.79993203e-06,  7.79993203e-06,  8.89162764e-05,
        0.00000000e+00, -2.12440996e-06,  2.12440996e-06,  0.00000000e+00])]","[array([ 1.03501552e-04,  9.07938463e-06,  9.07938463e-06,  1.03501552e-04,
        0.00000000e+00, -2.47288503e-06,  2.47288503e-06,  0.00000000e+00]), array([ 1.03501552e-04,  9.07938463e-06,  9.07938463e-06,  1.03501552e-04,
        0.00000000e+00, -2.47288503e-06,  2.47288503e-06,  0.00000000e+00]), array([ 1.03501552e-04,  9.07938463e-06,  9.07938463e-06,  1.03501552e-04,
        0.00000000e+00, -2.47288503e-06,  2.47288503e-06,  0.00000000e+00]), array([ 1.03501552e-04,  9.07938463e-06,  9.07938463e-06,  1.03501552e-04,
        0.00000000e+00, -2.47288503e-06,  2.47288503e-06,  0.00000000e+00])]","[array([ 9.68049409e-05,  8.49194309e-06,  8.49194309e-06,  9.68049409e-05,
        0.00000000e+00, -2.31288791e-06,  2.31288791e-06,  0.00000000e+00]), array([ 9.68049409e-05,  8.49194309e-06,  8.49194309e-06,  9.68049409e-05,
        0.00000000e+00, -2.31288791e-06,  2.31288791e-06,  0.00000000e+00]), array([ 9.68049409e-05,  8.49194309e-06,  8.49194309e-06,  9.68049409e-05,
        0.00000000e+00, -2.31288791e-06,  2.31288791e-06,  0.00000000e+00]), array([ 9.68049409e-05,  8.49194309e-06,  8.49194309e-06,  9.68049409e-05,
        0.00000000e+00, -2.31288791e-06,  2.31288791e-06,  0.00000000e+00])]"
699,18,-52.51740841,1,-52.51740841,4,Long,Bandwidth switch,0.997,1800,"[ 8.66062496e-06  7.59729138e-07  7.59729138e-07  8.66062496e-06
  0.00000000e+00 -2.06921822e-07  2.06921822e-07  0.00000000e+00]","[ 9.22393870e-06  8.09144263e-07  8.09144263e-07  9.22393870e-06
  0.00000000e+00 -2.20380655e-07  2.20380655e-07  0.00000000e+00]","[ 6.58859287e-06  5.77965909e-07  5.77965909e-07  6.58859287e-06
  0.00000000e+00 -1.57416312e-07  1.57416312e-07  0.00000000e+00]","[array([ 8.66062496e-06,  7.59729138e-07,  7.59729138e-07,  8.66062496e-06,
        0.00000000e+00, -2.06921822e-07,  2.06921822e-07,  0.00000000e+00]), array([ 8.66062496e-06,  7.59729138e-07,  7.59729138e-07,  8.66062496e-06,
        0.00000000e+00, -2.06921822e-07,  2.06921822e-07,  0.00000000e+00]), array([ 8.66062496e-06,  7.59729138e-07,  7.59729138e-07,  8.66062496e-06,
        0.00000000e+00, -2.06921822e-07,  2.06921822e-07,  0.00000000e+00]), array([ 8.66062496e-06,  7.59729138e-07,  7.59729138e-07,  8.66062496e-06,
        0.00000000e+00, -2.06921822e-07,  2.06921822e-07,  0.00000000e+00])]","[array([ 9.22393870e-06,  8.09144263e-07,  8.09144263e-07,  9.22393870e-06,
        0.00000000e+00, -2.20380655e-07,  2.20380655e-07,  0.00000000e+00]), array([ 9.22393870e-06,  8.09144263e-07,  8.09144263e-07,  9.22393870e-06,
        0.00000000e+00, -2.20380655e-07,  2.20380655e-07,  0.00000000e+00]), array([ 9.22393870e-06,  8.09144263e-07,  8.09144263e-07,  9.22393870e-06,
        0.00000000e+00, -2.20380655e-07,  2.20380655e-07,  0.00000000e+00]), array([ 9.22393870e-06,  8.09144263e-07,  8.09144263e-07,  9.22393870e-06,
        0.00000000e+00, -2.20380655e-07,  2.20380655e-07,  0.00000000e+00])]","[array([ 6.58859287e-06,  5.77965909e-07,  5.77965909e-07,  6.58859287e-06,
        0.00000000e+00, -1.57416312e-07,  1.57416312e-07,  0.00000000e+00]), array([ 6.58859287e-06,  5.77965909e-07,  5.77965909e-07,  6.58859287e-06,
        0.00000000e+00, -1.57416312e-07,  1.57416312e-07,  0.00000000e+00]), array([ 6.58859287e-06,  5.77965909e-07,  5.77965909e-07,  6.58859287e-06,
        0.00000000e+00, -1.57416312e-07,  1.57416312e-07,  0.00000000e+00]), array([ 6.58859287e-06,  5.77965909e-07,  5.77965909e-07,  6.58859287e-06,
        0.00000000e+00, -1.57416312e-07,  1.57416312e-07,  0.00000000e+00])]"
700,24,-83.49568799,0,-83.49568799,4,Short,Bandwidth switch,1.034,2400,"[ 6.91089703e-09  6.06239142e-10  6.06239142e-10  6.91089703e-09
  0.00000000e+00 -1.65116884e-10  1.65116884e-10  0.00000000e+00]","[ 5.57250808e-09  4.88832709e-10  4.88832709e-10  5.57250808e-09
  0.00000000e+00 -1.33139760e-10  1.33139760e-10  0.00000000e+00]","[ 7.50637031e-09  6.58475373e-10  6.58475373e-10  7.50637031e-09
  0.00000000e+00 -1.79344081e-10  1.79344081e-10  0.00000000e+00]","[array([ 6.91089703e-09,  6.06239142e-10,  6.06239142e-10,  6.91089703e-09,
        0.00000000e+00, -1.65116884e-10,  1.65116884e-10,  0.00000000e+00]), array([ 6.91089703e-09,  6.06239142e-10,  6.06239142e-10,  6.91089703e-09,
        0.00000000e+00, -1.65116884e-10,  1.65116884e-10,  0.00000000e+00]), array([ 6.91089703e-09,  6.06239142e-10,  6.06239142e-10,  6.91089703e-09,
        0.00000000e+00, -1.65116884e-10,  1.65116884e-10,  0.00000000e+00]), array([ 6.91089703e-09,  6.06239142e-10,  6.06239142e-10,  6.91089703e-09,
        0.00000000e+00, -1.65116884e-10,  1.65116884e-10,  0.00000000e+00])]","[array([ 5.57250808e-09,  4.88832709e-10,  4.88832709e-10,  5.57250808e-09,
        0.00000000e+00, -1.33139760e-10,  1.33139760e-10,  0.00000000e+00]), array([ 5.57250808e-09,  4.88832709e-10,  4.88832709e-10,  5.57250808e-09,
        0.00000000e+00, -1.33139760e-10,  1.33139760e-10,  0.00000000e+00]), array([ 5.57250808e-09,  4.88832709e-10,  4.88832709e-10,  5.57250808e-09,
        0.00000000e+00, -1.33139760e-10,  1.33139760e-10,  0.00000000e+00]), array([ 5.57250808e-09,  4.88832709e-10,  4.88832709e-10,  5.57250808e-09,
        0.00000000e+00, -1.33139760e-10,  1.33139760e-10,  0.00000000e+00])]","[array([ 7.50637031e-09,  6.58475373e-10,  6.58475373e-10,  7.50637031e-09,
        0.00000000e+00, -1.79344081e-10,  1.79344081e-10,  0.00000000e+00]), array([ 7.50637031e-09,  6.58475373e-10,  6.58475373e-10,  7.50637031e-09,
        0.00000000e+00, -1.79344081e-10,  1.79344081e-10,  0.00000000e+00]), array([ 7.50637031e-09,  6.58475373e-10,  6.58475373e-10,  7.50637031e-09,
        0.00000000e+00, -1.79344081e-10,  1.79344081e-10,  0.00000000e+00]), array([ 7.50637031e-09,  6.58475373e-10,  6.58475373e-10,  7.50637031e-09,
        0.00000000e+00, -1.79344081e-10,  1.79344081e-10,  0.00000000e+00])]"
701,35,-52.0868402,1,-52.0868402,7,Long,Frequency drift,1.07,3500,"[ 8.61625343e-06  7.55836769e-07  7.55836769e-07  8.61625343e-06
  0.00000000e+00 -2.05861686e-07  2.05861686e-07  0.00000000e+00]","[ 8.94850342e-06  7.84982471e-07  7.84982471e-07  8.94850342e-06
  0.00000000e+00 -2.13799886e-07  2.13799886e-07  0.00000000e+00]","[ 7.65439249e-06  6.71460205e-07  6.71460205e-07  7.65439249e-06
  0.00000000e+00 -1.82880664e-07  1.82880664e-07  0.00000000e+00]","[array([ 8.61625343e-06,  7.55836769e-07,  7.55836769e-07,  8.61625343e-06,
        0.00000000e+00, -2.05861686e-07,  2.05861686e-07,  0.00000000e+00]), array([ 8.61625343e-06,  7.55836769e-07,  7.55836769e-07,  8.61625343e-06,
        0.00000000e+00, -2.05861686e-07,  2.05861686e-07,  0.00000000e+00]), array([ 8.61625343e-06,  7.55836769e-07,  7.55836769e-07,  8.61625343e-06,
        0.00000000e+00, -2.05861686e-07,  2.05861686e-07,  0.00000000e+00]), array([ 8.61625343e-06,  7.55836769e-07,  7.55836769e-07,  8.61625343e-06,
        0.00000000e+00, -2.05861686e-07,  2.05861686e-07,  0.00000000e+00])]","[array([ 8.94850342e-06,  7.84982471e-07,  7.84982471e-07,  8.94850342e-06,
        0.00000000e+00, -2.13799886e-07,  2.13799886e-07,  0.00000000e+00]), array([ 8.94850342e-06,  7.84982471e-07,  7.84982471e-07,  8.94850342e-06,
        0.00000000e+00, -2.13799886e-07,  2.13799886e-07,  0.00000000e+00]), array([ 8.94850342e-06,  7.84982471e-07,  7.84982471e-07,  8.94850342e-06,
        0.00000000e+00, -2.13799886e-07,  2.13799886e-07,  0.00000000e+00]), array([ 8.94850342e-06,  7.84982471e-07,  7.84982471e-07,  8.94850342e-06,
        0.00000000e+00, -2.13799886e-07,  2.13799886e-07,  0.00000000e+00])]","[array([ 7.65439249e-06,  6.71460205e-07,  6.71460205e-07,  7.65439249e-06,
        0.00000000e+00, -1.82880664e-07,  1.82880664e-07,  0.00000000e+00]), array([ 7.65439249e-06,  6.71460205e-07,  6.71460205e-07,  7.65439249e-06,
        0.00000000e+00, -1.82880664e-07,  1.82880664e-07,  0.00000000e+00]), array([ 7.65439249e-06,  6.71460205e-07,  6.71460205e-07,  7.65439249e-06,
        0.00000000e+00, -1.82880664e-07,  1.82880664e-07,  0.00000000e+00]), array([ 7.65439249e-06,  6.71460205e-07,  6.71460205e-07,  7.65439249e-06,
        0.00000000e+00, -1.82880664e-07,  1.82880664e-07,  0.00000000e+00])]"
